,Area,Item,Year,hg/ha_yield,pesticides_tonnes,avg_temp
2748,Brazil,"Rice, paddy",1994,23876,84312.78,18.42
2749,Brazil,"Rice, paddy",1994,23876,84312.78,27.53
2750,Brazil,"Rice, paddy",1994,23876,84312.78,26.9
2751,Brazil,"Rice, paddy",1994,23876,84312.78,19.15
2752,Brazil,"Rice, paddy",1994,23876,84312.78,26.05
2753,Brazil,"Rice, paddy",1994,23876,84312.78,24.71
2754,Brazil,"Rice, paddy",1994,23876,84312.78,25.42
2755,Brazil,Sorghum,1994,19056,84312.78,21.91
2756,Brazil,Sorghum,1994,19056,84312.78,20.77
2757,Brazil,Sorghum,1994,19056,84312.78,18.42
2758,Brazil,Sorghum,1994,19056,84312.78,27.53
2759,Brazil,Sorghum,1994,19056,84312.78,26.9
2760,Brazil,Sorghum,1994,19056,84312.78,19.15
2761,Brazil,Sorghum,1994,19056,84312.78,26.05
2762,Brazil,Sorghum,1994,19056,84312.78,24.71
2763,Brazil,Sorghum,1994,19056,84312.78,25.42
2764,Brazil,Soybeans,1994,21632,84312.78,21.91
2765,Brazil,Soybeans,1994,21632,84312.78,20.77
2766,Brazil,Soybeans,1994,21632,84312.78,18.42
2767,Brazil,Soybeans,1994,21632,84312.78,27.53
2768,Brazil,Soybeans,1994,21632,84312.78,26.9
2769,Brazil,Soybeans,1994,21632,84312.78,19.15
2770,Brazil,Soybeans,1994,21632,84312.78,26.05
2771,Brazil,Soybeans,1994,21632,84312.78,24.71
2772,Brazil,Soybeans,1994,21632,84312.78,25.42
2773,Brazil,Sweet potatoes,1994,113070,84312.78,21.91
2774,Brazil,Sweet potatoes,1994,113070,84312.78,20.77
2775,Brazil,Sweet potatoes,1994,113070,84312.78,18.42
2776,Brazil,Sweet potatoes,1994,113070,84312.78,27.53
2777,Brazil,Sweet potatoes,1994,113070,84312.78,26.9
2778,Brazil,Sweet potatoes,1994,113070,84312.78,19.15
2779,Brazil,Sweet potatoes,1994,113070,84312.78,26.05
2780,Brazil,Sweet potatoes,1994,113070,84312.78,24.71
2781,Brazil,Sweet potatoes,1994,113070,84312.78,25.42
2782,Brazil,Wheat,1994,15541,84312.78,21.91
2783,Brazil,Wheat,1994,15541,84312.78,20.77
2784,Brazil,Wheat,1994,15541,84312.78,18.42
2785,Brazil,Wheat,1994,15541,84312.78,27.53
2786,Brazil,Wheat,1994,15541,84312.78,26.9
2787,Brazil,Wheat,1994,15541,84312.78,19.15
2788,Brazil,Wheat,1994,15541,84312.78,26.05
2789,Brazil,Wheat,1994,15541,84312.78,24.71
2790,Brazil,Wheat,1994,15541,84312.78,25.42
2791,Brazil,Yams,1994,91667,84312.78,21.91
2792,Brazil,Yams,1994,91667,84312.78,20.77
2793,Brazil,Yams,1994,91667,84312.78,18.42
2794,Brazil,Yams,1994,91667,84312.78,27.53
2795,Brazil,Yams,1994,91667,84312.78,26.9
2796,Brazil,Yams,1994,91667,84312.78,19.15
2797,Brazil,Yams,1994,91667,84312.78,26.05
2798,Brazil,Yams,1994,91667,84312.78,24.71
2799,Brazil,Yams,1994,91667,84312.78,25.42
2800,Brazil,Cassava,1995,130631,92967.22,22.07
2801,Brazil,Cassava,1995,130631,92967.22,20.61
2802,Brazil,Cassava,1995,130631,92967.22,18.27
2803,Brazil,Cassava,1995,130631,92967.22,27.52
2804,Brazil,Cassava,1995,130631,92967.22,27.34
2805,Brazil,Cassava,1995,130631,92967.22,18.89
2806,Brazil,Cassava,1995,130631,92967.22,26.05
2807,Brazil,Cassava,1995,130631,92967.22,24.77
2808,Brazil,Cassava,1995,130631,92967.22,25.65
2809,Brazil,Maize,1995,26005,92967.22,22.07
2810,Brazil,Maize,1995,26005,92967.22,20.61
2811,Brazil,Maize,1995,26005,92967.22,18.27
2812,Brazil,Maize,1995,26005,92967.22,27.52
2813,Brazil,Maize,1995,26005,92967.22,27.34
2814,Brazil,Maize,1995,26005,92967.22,18.89
2815,Brazil,Maize,1995,26005,92967.22,26.05
2816,Brazil,Maize,1995,26005,92967.22,24.77
2817,Brazil,Maize,1995,26005,92967.22,25.65
2818,Brazil,Potatoes,1995,152304,92967.22,22.07
2819,Brazil,Potatoes,1995,152304,92967.22,20.61
2820,Brazil,Potatoes,1995,152304,92967.22,18.27
2821,Brazil,Potatoes,1995,152304,92967.22,27.52
2822,Brazil,Potatoes,1995,152304,92967.22,27.34
2823,Brazil,Potatoes,1995,152304,92967.22,18.89
2824,Brazil,Potatoes,1995,152304,92967.22,26.05
2825,Brazil,Potatoes,1995,152304,92967.22,24.77
2826,Brazil,Potatoes,1995,152304,92967.22,25.65
2827,Brazil,"Rice, paddy",1995,25668,92967.22,22.07
2828,Brazil,"Rice, paddy",1995,25668,92967.22,20.61
2829,Brazil,"Rice, paddy",1995,25668,92967.22,18.27
2830,Brazil,"Rice, paddy",1995,25668,92967.22,27.52
2831,Brazil,"Rice, paddy",1995,25668,92967.22,27.34
2832,Brazil,"Rice, paddy",1995,25668,92967.22,18.89
2833,Brazil,"Rice, paddy",1995,25668,92967.22,26.05
2834,Brazil,"Rice, paddy",1995,25668,92967.22,24.77
2835,Brazil,"Rice, paddy",1995,25668,92967.22,25.65
2836,Brazil,Sorghum,1995,17981,92967.22,22.07
2837,Brazil,Sorghum,1995,17981,92967.22,20.61
2838,Brazil,Sorghum,1995,17981,92967.22,18.27
2839,Brazil,Sorghum,1995,17981,92967.22,27.52
2840,Brazil,Sorghum,1995,17981,92967.22,27.34
2841,Brazil,Sorghum,1995,17981,92967.22,18.89
2842,Brazil,Sorghum,1995,17981,92967.22,26.05
2843,Brazil,Sorghum,1995,17981,92967.22,24.77
2844,Brazil,Sorghum,1995,17981,92967.22,25.65
2845,Brazil,Soybeans,1995,21998,92967.22,22.07
2846,Brazil,Soybeans,1995,21998,92967.22,20.61
2847,Brazil,Soybeans,1995,21998,92967.22,18.27
2848,Brazil,Soybeans,1995,21998,92967.22,27.52
2849,Brazil,Soybeans,1995,21998,92967.22,27.34
2850,Brazil,Soybeans,1995,21998,92967.22,18.89
2851,Brazil,Soybeans,1995,21998,92967.22,26.05
2852,Brazil,Soybeans,1995,21998,92967.22,24.77
2853,Brazil,Soybeans,1995,21998,92967.22,25.65
2854,Brazil,Sweet potatoes,1995,110676,92967.22,22.07
2855,Brazil,Sweet potatoes,1995,110676,92967.22,20.61
2856,Brazil,Sweet potatoes,1995,110676,92967.22,18.27
2857,Brazil,Sweet potatoes,1995,110676,92967.22,27.52
2858,Brazil,Sweet potatoes,1995,110676,92967.22,27.34
2859,Brazil,Sweet potatoes,1995,110676,92967.22,18.89
2860,Brazil,Sweet potatoes,1995,110676,92967.22,26.05
2861,Brazil,Sweet potatoes,1995,110676,92967.22,24.77
2862,Brazil,Sweet potatoes,1995,110676,92967.22,25.65
2863,Brazil,Wheat,1995,15420,92967.22,22.07
2864,Brazil,Wheat,1995,15420,92967.22,20.61
2865,Brazil,Wheat,1995,15420,92967.22,18.27
2866,Brazil,Wheat,1995,15420,92967.22,27.52
2867,Brazil,Wheat,1995,15420,92967.22,27.34
2868,Brazil,Wheat,1995,15420,92967.22,18.89
2869,Brazil,Wheat,1995,15420,92967.22,26.05
2870,Brazil,Wheat,1995,15420,92967.22,24.77
2871,Brazil,Wheat,1995,15420,92967.22,25.65
2872,Brazil,Yams,1995,91587,92967.22,22.07
2873,Brazil,Yams,1995,91587,92967.22,20.61
2874,Brazil,Yams,1995,91587,92967.22,18.27
2875,Brazil,Yams,1995,91587,92967.22,27.52
2876,Brazil,Yams,1995,91587,92967.22,27.34
2877,Brazil,Yams,1995,91587,92967.22,18.89
2878,Brazil,Yams,1995,91587,92967.22,26.05
2879,Brazil,Yams,1995,91587,92967.22,24.77
2880,Brazil,Yams,1995,91587,92967.22,25.65
2881,Brazil,Cassava,1996,117588,101621.67,21.56
2882,Brazil,Cassava,1996,117588,101621.67,20.18
2883,Brazil,Cassava,1996,117588,101621.67,17.83
2884,Brazil,Cassava,1996,117588,101621.67,27.6
2885,Brazil,Cassava,1996,117588,101621.67,27.07
2886,Brazil,Cassava,1996,117588,101621.67,18.63
2887,Brazil,Cassava,1996,117588,101621.67,25.94
2888,Brazil,Cassava,1996,117588,101621.67,24.28
2889,Brazil,Cassava,1996,117588,101621.67,25.45
2890,Brazil,Maize,1996,24761,101621.67,21.56
2891,Brazil,Maize,1996,24761,101621.67,20.18
2892,Brazil,Maize,1996,24761,101621.67,17.83
2893,Brazil,Maize,1996,24761,101621.67,27.6
2894,Brazil,Maize,1996,24761,101621.67,27.07
2895,Brazil,Maize,1996,24761,101621.67,18.63
2896,Brazil,Maize,1996,24761,101621.67,25.94
2897,Brazil,Maize,1996,24761,101621.67,24.28
2898,Brazil,Maize,1996,24761,101621.67,25.45
2899,Brazil,Potatoes,1996,146506,101621.67,21.56
2900,Brazil,Potatoes,1996,146506,101621.67,20.18
2901,Brazil,Potatoes,1996,146506,101621.67,17.83
2902,Brazil,Potatoes,1996,146506,101621.67,27.6
2903,Brazil,Potatoes,1996,146506,101621.67,27.07
2904,Brazil,Potatoes,1996,146506,101621.67,18.63
2905,Brazil,Potatoes,1996,146506,101621.67,25.94
2906,Brazil,Potatoes,1996,146506,101621.67,24.28
2907,Brazil,Potatoes,1996,146506,101621.67,25.45
2908,Brazil,"Rice, paddy",1996,26578,101621.67,21.56
2909,Brazil,"Rice, paddy",1996,26578,101621.67,20.18
2910,Brazil,"Rice, paddy",1996,26578,101621.67,17.83
2911,Brazil,"Rice, paddy",1996,26578,101621.67,27.6
2912,Brazil,"Rice, paddy",1996,26578,101621.67,27.07
2913,Brazil,"Rice, paddy",1996,26578,101621.67,18.63
2914,Brazil,"Rice, paddy",1996,26578,101621.67,25.94
2915,Brazil,"Rice, paddy",1996,26578,101621.67,24.28
2916,Brazil,"Rice, paddy",1996,26578,101621.67,25.45
2917,Brazil,Sorghum,1996,18118,101621.67,21.56
2918,Brazil,Sorghum,1996,18118,101621.67,20.18
2919,Brazil,Sorghum,1996,18118,101621.67,17.83
2920,Brazil,Sorghum,1996,18118,101621.67,27.6
2921,Brazil,Sorghum,1996,18118,101621.67,27.07
2922,Brazil,Sorghum,1996,18118,101621.67,18.63
2923,Brazil,Sorghum,1996,18118,101621.67,25.94
2924,Brazil,Sorghum,1996,18118,101621.67,24.28
2925,Brazil,Sorghum,1996,18118,101621.67,25.45
2926,Brazil,Soybeans,1996,22493,101621.67,21.56
2927,Brazil,Soybeans,1996,22493,101621.67,20.18
2928,Brazil,Soybeans,1996,22493,101621.67,17.83
2929,Brazil,Soybeans,1996,22493,101621.67,27.6
2930,Brazil,Soybeans,1996,22493,101621.67,27.07
2931,Brazil,Soybeans,1996,22493,101621.67,18.63
2932,Brazil,Soybeans,1996,22493,101621.67,25.94
2933,Brazil,Soybeans,1996,22493,101621.67,24.28
2934,Brazil,Soybeans,1996,22493,101621.67,25.45
2935,Brazil,Sweet potatoes,1996,86415,101621.67,21.56
2936,Brazil,Sweet potatoes,1996,86415,101621.67,20.18
2937,Brazil,Sweet potatoes,1996,86415,101621.67,17.83
2938,Brazil,Sweet potatoes,1996,86415,101621.67,27.6
2939,Brazil,Sweet potatoes,1996,86415,101621.67,27.07
2940,Brazil,Sweet potatoes,1996,86415,101621.67,18.63
2941,Brazil,Sweet potatoes,1996,86415,101621.67,25.94
2942,Brazil,Sweet potatoes,1996,86415,101621.67,24.28
2943,Brazil,Sweet potatoes,1996,86415,101621.67,25.45
2944,Brazil,Wheat,1996,18334,101621.67,21.56
2945,Brazil,Wheat,1996,18334,101621.67,20.18
2946,Brazil,Wheat,1996,18334,101621.67,17.83
2947,Brazil,Wheat,1996,18334,101621.67,27.6
2948,Brazil,Wheat,1996,18334,101621.67,27.07
2949,Brazil,Wheat,1996,18334,101621.67,18.63
2950,Brazil,Wheat,1996,18334,101621.67,25.94
2951,Brazil,Wheat,1996,18334,101621.67,24.28
2952,Brazil,Wheat,1996,18334,101621.67,25.45
2953,Brazil,Yams,1996,91837,101621.67,21.56
2954,Brazil,Yams,1996,91837,101621.67,20.18
2955,Brazil,Yams,1996,91837,101621.67,17.83
2956,Brazil,Yams,1996,91837,101621.67,27.6
2957,Brazil,Yams,1996,91837,101621.67,27.07
2958,Brazil,Yams,1996,91837,101621.67,18.63
2959,Brazil,Yams,1996,91837,101621.67,25.94
2960,Brazil,Yams,1996,91837,101621.67,24.28
2961,Brazil,Yams,1996,91837,101621.67,25.45
2962,Brazil,Cassava,1997,128200,110276.11,21.91
2963,Brazil,Cassava,1997,128200,110276.11,20.77
2964,Brazil,Cassava,1997,128200,110276.11,18.36
2965,Brazil,Cassava,1997,128200,110276.11,27.85
2966,Brazil,Cassava,1997,128200,110276.11,27.57
2967,Brazil,Cassava,1997,128200,110276.11,19.12
2968,Brazil,Cassava,1997,128200,110276.11,25.96
2969,Brazil,Cassava,1997,128200,110276.11,24.71
2970,Brazil,Cassava,1997,128200,110276.11,25.2
2971,Brazil,Maize,1997,26228,110276.11,21.91
2972,Brazil,Maize,1997,26228,110276.11,20.77
2973,Brazil,Maize,1997,26228,110276.11,18.36
2974,Brazil,Maize,1997,26228,110276.11,27.85
2975,Brazil,Maize,1997,26228,110276.11,27.57
2976,Brazil,Maize,1997,26228,110276.11,19.12
2977,Brazil,Maize,1997,26228,110276.11,25.96
2978,Brazil,Maize,1997,26228,110276.11,24.71
2979,Brazil,Maize,1997,26228,110276.11,25.2
2980,Brazil,Potatoes,1997,152748,110276.11,21.91
2981,Brazil,Potatoes,1997,152748,110276.11,20.77
2982,Brazil,Potatoes,1997,152748,110276.11,18.36
2983,Brazil,Potatoes,1997,152748,110276.11,27.85
2984,Brazil,Potatoes,1997,152748,110276.11,27.57
2985,Brazil,Potatoes,1997,152748,110276.11,19.12
2986,Brazil,Potatoes,1997,152748,110276.11,25.96
2987,Brazil,Potatoes,1997,152748,110276.11,24.71
2988,Brazil,Potatoes,1997,152748,110276.11,25.2
2989,Brazil,"Rice, paddy",1997,27310,110276.11,21.91
2990,Brazil,"Rice, paddy",1997,27310,110276.11,20.77
2991,Brazil,"Rice, paddy",1997,27310,110276.11,18.36
2992,Brazil,"Rice, paddy",1997,27310,110276.11,27.85
2993,Brazil,"Rice, paddy",1997,27310,110276.11,27.57
2994,Brazil,"Rice, paddy",1997,27310,110276.11,19.12
2995,Brazil,"Rice, paddy",1997,27310,110276.11,25.96
2996,Brazil,"Rice, paddy",1997,27310,110276.11,24.71
2997,Brazil,"Rice, paddy",1997,27310,110276.11,25.2
2998,Brazil,Sorghum,1997,19757,110276.11,21.91
2999,Brazil,Sorghum,1997,19757,110276.11,20.77
3000,Brazil,Sorghum,1997,19757,110276.11,18.36
3001,Brazil,Sorghum,1997,19757,110276.11,27.85
3002,Brazil,Sorghum,1997,19757,110276.11,27.57
3003,Brazil,Sorghum,1997,19757,110276.11,19.12
3004,Brazil,Sorghum,1997,19757,110276.11,25.96
3005,Brazil,Sorghum,1997,19757,110276.11,24.71
3006,Brazil,Sorghum,1997,19757,110276.11,25.2
3007,Brazil,Soybeans,1997,22977,110276.11,21.91
3008,Brazil,Soybeans,1997,22977,110276.11,20.77
3009,Brazil,Soybeans,1997,22977,110276.11,18.36
3010,Brazil,Soybeans,1997,22977,110276.11,27.85
3011,Brazil,Soybeans,1997,22977,110276.11,27.57
3012,Brazil,Soybeans,1997,22977,110276.11,19.12
3013,Brazil,Soybeans,1997,22977,110276.11,25.96
3014,Brazil,Soybeans,1997,22977,110276.11,24.71
3015,Brazil,Soybeans,1997,22977,110276.11,25.2
3016,Brazil,Sweet potatoes,1997,98387,110276.11,21.91
3017,Brazil,Sweet potatoes,1997,98387,110276.11,20.77
3018,Brazil,Sweet potatoes,1997,98387,110276.11,18.36
3019,Brazil,Sweet potatoes,1997,98387,110276.11,27.85
3020,Brazil,Sweet potatoes,1997,98387,110276.11,27.57
3021,Brazil,Sweet potatoes,1997,98387,110276.11,19.12
3022,Brazil,Sweet potatoes,1997,98387,110276.11,25.96
3023,Brazil,Sweet potatoes,1997,98387,110276.11,24.71
3024,Brazil,Sweet potatoes,1997,98387,110276.11,25.2
3025,Brazil,Wheat,1997,16359,110276.11,21.91
3026,Brazil,Wheat,1997,16359,110276.11,20.77
3027,Brazil,Wheat,1997,16359,110276.11,18.36
3028,Brazil,Wheat,1997,16359,110276.11,27.85
3029,Brazil,Wheat,1997,16359,110276.11,27.57
3030,Brazil,Wheat,1997,16359,110276.11,19.12
3031,Brazil,Wheat,1997,16359,110276.11,25.96
3032,Brazil,Wheat,1997,16359,110276.11,24.71
3033,Brazil,Wheat,1997,16359,110276.11,25.2
3034,Brazil,Yams,1997,91773,110276.11,21.91
3035,Brazil,Yams,1997,91773,110276.11,20.77
3036,Brazil,Yams,1997,91773,110276.11,18.36
3037,Brazil,Yams,1997,91773,110276.11,27.85
3038,Brazil,Yams,1997,91773,110276.11,27.57
3039,Brazil,Yams,1997,91773,110276.11,19.12
3040,Brazil,Yams,1997,91773,110276.11,25.96
3041,Brazil,Yams,1997,91773,110276.11,24.71
3042,Brazil,Yams,1997,91773,110276.11,25.2
3043,Brazil,Cassava,1998,123522,118930.56,22.35
3044,Brazil,Cassava,1998,123522,118930.56,20.71
3045,Brazil,Cassava,1998,123522,118930.56,18.2
3046,Brazil,Cassava,1998,123522,118930.56,28.76
3047,Brazil,Cassava,1998,123522,118930.56,27.54
3048,Brazil,Cassava,1998,123522,118930.56,18.49
3049,Brazil,Cassava,1998,123522,118930.56,26.63
3050,Brazil,Cassava,1998,123522,118930.56,24.78
3051,Brazil,Cassava,1998,123522,118930.56,26.08
3052,Brazil,Maize,1998,27964,118930.56,22.35
3053,Brazil,Maize,1998,27964,118930.56,20.71
3054,Brazil,Maize,1998,27964,118930.56,18.2
3055,Brazil,Maize,1998,27964,118930.56,28.76
3056,Brazil,Maize,1998,27964,118930.56,27.54
3057,Brazil,Maize,1998,27964,118930.56,18.49
3058,Brazil,Maize,1998,27964,118930.56,26.63
3059,Brazil,Maize,1998,27964,118930.56,24.78
3060,Brazil,Maize,1998,27964,118930.56,26.08
3061,Brazil,Potatoes,1998,156439,118930.56,22.35
3062,Brazil,Potatoes,1998,156439,118930.56,20.71
3063,Brazil,Potatoes,1998,156439,118930.56,18.2
3064,Brazil,Potatoes,1998,156439,118930.56,28.76
3065,Brazil,Potatoes,1998,156439,118930.56,27.54
3066,Brazil,Potatoes,1998,156439,118930.56,18.49
3067,Brazil,Potatoes,1998,156439,118930.56,26.63
3068,Brazil,Potatoes,1998,156439,118930.56,24.78
3069,Brazil,Potatoes,1998,156439,118930.56,26.08
3070,Brazil,"Rice, paddy",1998,25198,118930.56,22.35
3071,Brazil,"Rice, paddy",1998,25198,118930.56,20.71
3072,Brazil,"Rice, paddy",1998,25198,118930.56,18.2
3073,Brazil,"Rice, paddy",1998,25198,118930.56,28.76
3074,Brazil,"Rice, paddy",1998,25198,118930.56,27.54
3075,Brazil,"Rice, paddy",1998,25198,118930.56,18.49
3076,Brazil,"Rice, paddy",1998,25198,118930.56,26.63
3077,Brazil,"Rice, paddy",1998,25198,118930.56,24.78
3078,Brazil,"Rice, paddy",1998,25198,118930.56,26.08
3079,Brazil,Sorghum,1998,17768,118930.56,22.35
3080,Brazil,Sorghum,1998,17768,118930.56,20.71
3081,Brazil,Sorghum,1998,17768,118930.56,18.2
3082,Brazil,Sorghum,1998,17768,118930.56,28.76
3083,Brazil,Sorghum,1998,17768,118930.56,27.54
3084,Brazil,Sorghum,1998,17768,118930.56,18.49
3085,Brazil,Sorghum,1998,17768,118930.56,26.63
3086,Brazil,Sorghum,1998,17768,118930.56,24.78
3087,Brazil,Sorghum,1998,17768,118930.56,26.08
3088,Brazil,Soybeans,1998,23533,118930.56,22.35
3089,Brazil,Soybeans,1998,23533,118930.56,20.71
3090,Brazil,Soybeans,1998,23533,118930.56,18.2
3091,Brazil,Soybeans,1998,23533,118930.56,28.76
3092,Brazil,Soybeans,1998,23533,118930.56,27.54
3093,Brazil,Soybeans,1998,23533,118930.56,18.49
3094,Brazil,Soybeans,1998,23533,118930.56,26.63
3095,Brazil,Soybeans,1998,23533,118930.56,24.78
3096,Brazil,Soybeans,1998,23533,118930.56,26.08
3097,Brazil,Sweet potatoes,1998,103928,118930.56,22.35
3098,Brazil,Sweet potatoes,1998,103928,118930.56,20.71
3099,Brazil,Sweet potatoes,1998,103928,118930.56,18.2
3100,Brazil,Sweet potatoes,1998,103928,118930.56,28.76
3101,Brazil,Sweet potatoes,1998,103928,118930.56,27.54
3102,Brazil,Sweet potatoes,1998,103928,118930.56,18.49
3103,Brazil,Sweet potatoes,1998,103928,118930.56,26.63
3104,Brazil,Sweet potatoes,1998,103928,118930.56,24.78
3105,Brazil,Sweet potatoes,1998,103928,118930.56,26.08
3106,Brazil,Wheat,1998,16111,118930.56,22.35
3107,Brazil,Wheat,1998,16111,118930.56,20.71
3108,Brazil,Wheat,1998,16111,118930.56,18.2
3109,Brazil,Wheat,1998,16111,118930.56,28.76
3110,Brazil,Wheat,1998,16111,118930.56,27.54
3111,Brazil,Wheat,1998,16111,118930.56,18.49
3112,Brazil,Wheat,1998,16111,118930.56,26.63
3113,Brazil,Wheat,1998,16111,118930.56,24.78
3114,Brazil,Wheat,1998,16111,118930.56,26.08
3115,Brazil,Yams,1998,91823,118930.56,22.35
3116,Brazil,Yams,1998,91823,118930.56,20.71
3117,Brazil,Yams,1998,91823,118930.56,18.2
3118,Brazil,Yams,1998,91823,118930.56,28.76
3119,Brazil,Yams,1998,91823,118930.56,27.54
3120,Brazil,Yams,1998,91823,118930.56,18.49
3121,Brazil,Yams,1998,91823,118930.56,26.63
3122,Brazil,Yams,1998,91823,118930.56,24.78
3123,Brazil,Yams,1998,91823,118930.56,26.08
3124,Brazil,Cassava,1999,132795,127585,21.59
3125,Brazil,Cassava,1999,132795,127585,20.04
3126,Brazil,Cassava,1999,132795,127585,17.66
3127,Brazil,Cassava,1999,132795,127585,27.64
3128,Brazil,Cassava,1999,132795,127585,26.66
3129,Brazil,Cassava,1999,132795,127585,18.39
3130,Brazil,Cassava,1999,132795,127585,25.88
3131,Brazil,Cassava,1999,132795,127585,24.01
3132,Brazil,Cassava,1999,132795,127585,25.32
3133,Brazil,Maize,1999,27765,127585,21.59
3134,Brazil,Maize,1999,27765,127585,20.04
3135,Brazil,Maize,1999,27765,127585,17.66
3136,Brazil,Maize,1999,27765,127585,27.64
3137,Brazil,Maize,1999,27765,127585,26.66
3138,Brazil,Maize,1999,27765,127585,18.39
3139,Brazil,Maize,1999,27765,127585,25.88
3140,Brazil,Maize,1999,27765,127585,24.01
3141,Brazil,Maize,1999,27765,127585,25.32
3142,Brazil,Potatoes,1999,164604,127585,21.59
3143,Brazil,Potatoes,1999,164604,127585,20.04
3144,Brazil,Potatoes,1999,164604,127585,17.66
3145,Brazil,Potatoes,1999,164604,127585,27.64
3146,Brazil,Potatoes,1999,164604,127585,26.66
3147,Brazil,Potatoes,1999,164604,127585,18.39
3148,Brazil,Potatoes,1999,164604,127585,25.88
3149,Brazil,Potatoes,1999,164604,127585,24.01
3150,Brazil,Potatoes,1999,164604,127585,25.32
3151,Brazil,"Rice, paddy",1999,30708,127585,21.59
3152,Brazil,"Rice, paddy",1999,30708,127585,20.04
3153,Brazil,"Rice, paddy",1999,30708,127585,17.66
3154,Brazil,"Rice, paddy",1999,30708,127585,27.64
3155,Brazil,"Rice, paddy",1999,30708,127585,26.66
3156,Brazil,"Rice, paddy",1999,30708,127585,18.39
3157,Brazil,"Rice, paddy",1999,30708,127585,25.88
3158,Brazil,"Rice, paddy",1999,30708,127585,24.01
3159,Brazil,"Rice, paddy",1999,30708,127585,25.32
3160,Brazil,Sorghum,1999,15711,127585,21.59
3161,Brazil,Sorghum,1999,15711,127585,20.04
3162,Brazil,Sorghum,1999,15711,127585,17.66
3163,Brazil,Sorghum,1999,15711,127585,27.64
3164,Brazil,Sorghum,1999,15711,127585,26.66
3165,Brazil,Sorghum,1999,15711,127585,18.39
3166,Brazil,Sorghum,1999,15711,127585,25.88
3167,Brazil,Sorghum,1999,15711,127585,24.01
3168,Brazil,Sorghum,1999,15711,127585,25.32
3169,Brazil,Soybeans,1999,23724,127585,21.59
3170,Brazil,Soybeans,1999,23724,127585,20.04
3171,Brazil,Soybeans,1999,23724,127585,17.66
3172,Brazil,Soybeans,1999,23724,127585,27.64
3173,Brazil,Soybeans,1999,23724,127585,26.66
3174,Brazil,Soybeans,1999,23724,127585,18.39
3175,Brazil,Soybeans,1999,23724,127585,25.88
3176,Brazil,Soybeans,1999,23724,127585,24.01
3177,Brazil,Soybeans,1999,23724,127585,25.32
3178,Brazil,Sweet potatoes,1999,109463,127585,21.59
3179,Brazil,Sweet potatoes,1999,109463,127585,20.04
3180,Brazil,Sweet potatoes,1999,109463,127585,17.66
3181,Brazil,Sweet potatoes,1999,109463,127585,27.64
3182,Brazil,Sweet potatoes,1999,109463,127585,26.66
3183,Brazil,Sweet potatoes,1999,109463,127585,18.39
3184,Brazil,Sweet potatoes,1999,109463,127585,25.88
3185,Brazil,Sweet potatoes,1999,109463,127585,24.01
3186,Brazil,Sweet potatoes,1999,109463,127585,25.32
3187,Brazil,Wheat,1999,19699,127585,21.59
3188,Brazil,Wheat,1999,19699,127585,20.04
3189,Brazil,Wheat,1999,19699,127585,17.66
3190,Brazil,Wheat,1999,19699,127585,27.64
3191,Brazil,Wheat,1999,19699,127585,26.66
3192,Brazil,Wheat,1999,19699,127585,18.39
3193,Brazil,Wheat,1999,19699,127585,25.88
3194,Brazil,Wheat,1999,19699,127585,24.01
3195,Brazil,Wheat,1999,19699,127585,25.32
3196,Brazil,Yams,1999,92000,127585,21.59
3197,Brazil,Yams,1999,92000,127585,20.04
3198,Brazil,Yams,1999,92000,127585,17.66
3199,Brazil,Yams,1999,92000,127585,27.64
3200,Brazil,Yams,1999,92000,127585,26.66
3201,Brazil,Yams,1999,92000,127585,18.39
3202,Brazil,Yams,1999,92000,127585,25.88
3203,Brazil,Yams,1999,92000,127585,24.01
3204,Brazil,Yams,1999,92000,127585,25.32
3205,Brazil,Cassava,2000,134815,140423,21.69
3206,Brazil,Cassava,2000,134815,140423,20.32
3207,Brazil,Cassava,2000,134815,140423,18.01
3208,Brazil,Cassava,2000,134815,140423,27.5
3209,Brazil,Cassava,2000,134815,140423,26.82
3210,Brazil,Cassava,2000,134815,140423,18.65
3211,Brazil,Cassava,2000,134815,140423,25.71
3212,Brazil,Cassava,2000,134815,140423,24.36
3213,Brazil,Cassava,2000,134815,140423,25.35
3214,Brazil,Maize,2000,27182,140423,21.69
3215,Brazil,Maize,2000,27182,140423,20.32
3216,Brazil,Maize,2000,27182,140423,18.01
3217,Brazil,Maize,2000,27182,140423,27.5
3218,Brazil,Maize,2000,27182,140423,26.82
3219,Brazil,Maize,2000,27182,140423,18.65
3220,Brazil,Maize,2000,27182,140423,25.71
3221,Brazil,Maize,2000,27182,140423,24.36
3222,Brazil,Maize,2000,27182,140423,25.35
3223,Brazil,Potatoes,2000,171813,140423,21.69
3224,Brazil,Potatoes,2000,171813,140423,20.32
3225,Brazil,Potatoes,2000,171813,140423,18.01
3226,Brazil,Potatoes,2000,171813,140423,27.5
3227,Brazil,Potatoes,2000,171813,140423,26.82
3228,Brazil,Potatoes,2000,171813,140423,18.65
3229,Brazil,Potatoes,2000,171813,140423,25.71
3230,Brazil,Potatoes,2000,171813,140423,24.36
3231,Brazil,Potatoes,2000,171813,140423,25.35
3232,Brazil,"Rice, paddy",2000,30382,140423,21.69
3233,Brazil,"Rice, paddy",2000,30382,140423,20.32
3234,Brazil,"Rice, paddy",2000,30382,140423,18.01
3235,Brazil,"Rice, paddy",2000,30382,140423,27.5
3236,Brazil,"Rice, paddy",2000,30382,140423,26.82
